Order_Number,Order_Date,Line_Item_Number,Quantity_Ordered,Price_Each,Sales,Status,Product_Category,Has_MSRP,Product_Code,Deal_Size,Customer_Name,Customer_ID,Customer_Status
10403,2020-04-08,9,173.0,311.0,35384.44,Shipped,Poultry,1,S10_4698,Large,WALMART,79895,Active
10283,2019-08-20,6,112.0,310.79,23959.48,Shipped,Fresh Produce Vegetables,1,S10_4757,Small,WALMART,79895,Active
10181,2018-11-12,14,118.0,278.43,22768.73,Shipped,Fresh Produce Vegetables,1,S12_1099,Medium,WALMART,79895,Active
10253,2019-06-01,13,109.0,278.43,21025.12,Shipped,Fresh Produce Vegetables,1,S12_1099,Medium,WALMART,79895,Active
10363,2020-01-06,3,152.0,278.43,29357.56,Shipped,Fresh Produce Vegetables,1,S12_1099,Small,WALMART,79895,Active
10247,2019-05-05,2,166.0,305.44,30723.97,Shipped,Fresh Produce Vegetables,1,S12_1108,Large,WALMART,79895,Active
10403,2020-04-08,6,156.0,319.49,34214.47,Shipped,Poultry,1,S12_2823,Large,WALMART,79895,Active
10247,2019-05-05,3,106.0,273.59,19154.36,Shipped,Fresh Produce Vegetables,1,S12_3148,Medium,WALMART,79895,Active
10181,2018-11-12,12,143.0,289.54,27683.72,Shipped,Fresh Produce Vegetables,1,S12_3380,Small,WALMART,79895,Active
10253,2019-06-01,11,124.0,289.54,24133.29,Shipped,Fresh Produce Vegetables,1,S12_3380,Small,WALMART,79895,Active
10363,2020-01-06,4,153.0,289.54,29699.77,Shipped,Fresh Produce Vegetables,1,S12_3380,Medium,WALMART,79895,Active
10247,2019-05-05,1,120.0,314.47,25415.05,Shipped,Fresh Produce Vegetables,1,S12_3891,Medium,WALMART,79895,Active
10181,2018-11-12,15,129.0,263.16,23381.24,Shipped,Fresh Produce Vegetables,1,S12_3990,Small,WALMART,79895,Active
10253,2019-06-01,14,128.0,263.16,23208.6,Shipped,Fresh Produce Vegetables,1,S12_3990,Small,WALMART,79895,Active
10363,2020-01-06,5,154.0,263.16,27973.62,Shipped,Fresh Produce Vegetables,1,S12_3990,Small,WALMART,79895,Active
10141,2018-08-01,5,126.0,319.05,26008.52,Shipped,Pork,1,S12_4473,Small,WALMART,79895,Active
10181,2018-11-12,11,143.0,296.21,28938.55,Shipped,Fresh Produce Vegetables,1,S12_4675,Medium,WALMART,79895,Active
10253,2019-06-01,10,134.0,296.21,26960.8,Shipped,Fresh Produce Vegetables,1,S12_4675,Medium,WALMART,79895,Active
10363,2020-01-06,6,145.0,296.21,29228.43,Shipped,Fresh Produce Vegetables,1,S12_4675,Medium,WALMART,79895,Active
10181,2018-11-12,6,164.0,293.15,29588.72,Shipped,Fresh Produce Vegetables,1,S18_1129,Medium,WALMART,79895,Active
10253,2019-06-01,5,135.0,293.15,24306.98,Shipped,Fresh Produce Vegetables,1,S18_1129,Medium,WALMART,79895,Active
10278,2019-08-06,6,151.0,293.15,27191.37,Shipped,Fresh Produce Vegetables,1,S18_1129,Medium,WALMART,79895,Active
10289,2019-09-03,2,148.0,313.33,31340.75,Shipped,Fresh Produce Fruits,1,S18_1342,Medium,WALMART,79895,Active
10346,2019-11-29,3,156.0,313.33,33188.58,Shipped,Fresh Produce Fruits,1,S18_1342,Small,WALMART,79895,Active
10289,2019-09-03,1,117.0,260.11,21431.09,Shipped,Fresh Produce Fruits,1,S18_1367,Small,WALMART,79895,Active
10181,2018-11-12,2,146.0,287.14,25022.17,Shipped,Fresh Produce Vegetables,1,S18_1589,Medium,WALMART,79895,Active
10253,2019-06-01,1,111.0,287.14,19020.57,Shipped,Fresh Produce Vegetables,1,S18_1589,Medium,WALMART,79895,Active
10278,2019-08-06,2,121.0,287.14,20743.59,Shipped,Fresh Produce Vegetables,1,S18_1589,Small,WALMART,79895,Active
10124,2018-05-21,6,136.0,308.06,28148.1,Shipped,Fresh Produce Fruits,1,S18_1749,Small,WALMART,79895,Active
10302,2018-10-06,1,157.0,308.06,32411.72,Shipped,Fresh Produce Fruits,1,S18_1749,Large,WALMART,79895,Active
10181,2018-11-12,10,114.0,292.78,20451.28,Shipped,Fresh Produce Vegetables,1,S18_1889,Small,WALMART,79895,Active
10253,2019-06-01,9,130.0,292.78,23431.49,Shipped,Fresh Produce Vegetables,1,S18_1889,Small,WALMART,79895,Active
10278,2019-08-06,10,141.0,292.78,25465.72,Shipped,Fresh Produce Vegetables,1,S18_1889,Small,WALMART,79895,Active
10363,2020-01-06,7,136.0,292.78,24560.16,Shipped,Fresh Produce Vegetables,1,S18_1889,Medium,WALMART,79895,Active
10181,2018-11-12,5,105.0,322.51,22096.72,Shipped,Fresh Produce Vegetables,1,S18_1984,Medium,WALMART,79895,Active
10253,2019-06-01,4,152.0,322.51,31992.42,Shipped,Fresh Produce Vegetables,1,S18_1984,Medium,WALMART,79895,Active
10278,2019-08-06,5,130.0,322.51,27358.59,Shipped,Fresh Produce Vegetables,1,S18_1984,Medium,WALMART,79895,Active
10141,2018-08-01,4,164.0,319.87,34330.99,Shipped,Fresh Produce Vegetables,1,S18_2238,Medium,WALMART,79895,Active
10124,2018-05-21,5,151.0,285.49,25620.75,Shipped,Fresh Produce Fruits,1,S18_2248,Small,WALMART,79895,Active
10141,2018-08-01,8,157.0,297.16,31153.26,Shipped,Pork,1,S18_2319,Medium,WALMART,79895,Active
10124,2018-05-21,3,124.0,258.5,22107.16,Shipped,Fresh Produce Fruits,1,S18_2325,Medium,WALMART,79895,Active
10235,2019-04-02,3,117.0,289.57,20440.31,Shipped,Beef,1,S18_2581,Small,WALMART,79895,Active
10188,2018-11-18,5,152.0,259.06,23666.72,Shipped,Poultry,1,S18_2625,Small,WALMART,79895,Active
10289,2019-09-03,3,144.0,337.6,30895.44,Shipped,Fresh Produce Fruits,1,S18_2795,Large,WALMART,79895,Active
10181,2018-11-12,3,141.0,306.84,25944.13,Shipped,Fresh Produce Vegetables,1,S18_2870,Medium,WALMART,79895,Active
10253,2019-06-01,2,127.0,306.84,23368.59,Shipped,Fresh Produce Vegetables,1,S18_2870,Medium,WALMART,79895,Active
10278,2019-08-06,3,122.0,306.84,22473.68,Shipped,Fresh Produce Vegetables,1,S18_2870,Medium,WALMART,79895,Active
10283,2019-08-20,987654321,119.0,253.18,20398.39,Shipped,Dairy,1,S18_3029,Small,WALMART,79895,Active
10141,2018-08-01,9,117.0,326.89,23617.57,Shipped,Fresh Produce Vegetables,1,S18_3232,Medium,WALMART,79895,Active
10181,2018-11-12,7,133.0,326.89,26939.18,Shipped,Fresh Produce Vegetables,1,S18_3232,Medium,WALMART,79895,Active
10253,2019-06-01,6,161.0,326.89,32495.56,Shipped,Fresh Produce Vegetables,1,S18_3232,Medium,WALMART,79895,Active
10278,2019-08-06,7,153.0,326.89,30911.64,Shipped,Fresh Produce Vegetables,1,S18_3232,Medium,WALMART,79895,Active
10181,2018-11-12,17,139.0,262.07,22921.03,Shipped,Fresh Produce Vegetables,1,S18_3278,Small,WALMART,79895,Active
10363,2020-01-06,10,169.0,262.07,27938.99,Shipped,Fresh Produce Vegetables,1,S18_3278,Small,WALMART,79895,Active
10181,2018-11-12,16,100.0,293.09,20727.06,Shipped,Fresh Produce Vegetables,1,S18_3482,Medium,WALMART,79895,Active
10363,2020-01-06,11,101.0,293.09,21068.62,Shipped,Fresh Produce Vegetables,1,S18_3482,Medium,WALMART,79895,Active
10181,2018-11-12,4,137.0,272.35,24659.76,Shipped,Fresh Produce Vegetables,1,S18_3685,Medium,WALMART,79895,Active
10253,2019-06-01,3,150.0,272.35,26929.46,Shipped,Fresh Produce Vegetables,1,S18_3685,Medium,WALMART,79895,Active
10278,2019-08-06,4,136.0,272.35,24470.82,Shipped,Fresh Produce Vegetables,1,S18_3685,Medium,WALMART,79895,Active
10363,2020-01-06,12,109.0,292.59,20227.51,Shipped,Poultry,1,S18_3782,Small,WALMART,79895,Active
10403,2020-04-08,1,149.0,292.59,27730.25,Shipped,Poultry,1,S18_3782,Small,WALMART,79895,Active
10283,2019-08-20,3,155.0,301.53,29755.46,Shipped,Fresh Produce Fruits,1,S18_3856,Medium,WALMART,79895,Active
10247,2019-05-05,5,128.0,266.33,22518.31,Shipped,Fresh Produce Vegetables,1,S18_4027,Medium,WALMART,79895,Active
10124,2018-05-21,7,153.0,313.27,29924.11,Shipped,Fresh Produce Fruits,1,S18_4409,Medium,WALMART,79895,Active
10302,2018-10-06,2,123.0,313.27,24101.89,Shipped,Fresh Produce Fruits,1,S18_4409,Medium,WALMART,79895,Active
10283,2019-08-20,14,132.0,258.06,23084.64,Shipped,Fresh Produce Fruits,1,S18_4522,Medium,WALMART,79895,Active
10363,2020-01-06,13,129.0,311.11,24844.5,Shipped,Fresh Produce Vegetables,1,S18_4721,Small,WALMART,79895,Active
10124,2018-05-21,8,135.0,274.32,25665.89,Shipped,Fresh Produce Vegetables,1,S18_4933,Small,WALMART,79895,Active
10302,2018-10-06,3,127.0,274.32,24303.67,Shipped,Fresh Produce Vegetables,1,S18_4933,Small,WALMART,79895,Active
10124,2018-05-21,12,99.0,235.47,15358.89,Shipped,Fresh Produce Vegetables,1,S24_1046,Small,WALMART,79895,Active
10141,2018-08-01,2,126.0,256.3,17498.1,Shipped,Fresh Produce Vegetables,1,S24_1444,Small,WALMART,79895,Active
10188,2018-11-18,2,135.0,332.68,29866.31,Shipped,Poultry,1,S24_1578,Small,WALMART,79895,Active
10403,2020-04-08,8,146.0,332.68,32256.9,Shipped,Poultry,1,S24_1578,Medium,WALMART,79895,Active
10181,2018-11-12,1,135.0,248.24,17351.12,Shipped,Fresh Produce Vegetables,1,S24_1628,Small,WALMART,79895,Active
10278,2019-08-06,1,115.0,248.24,14731.87,Shipped,Fresh Produce Vegetables,1,S24_1628,Small,WALMART,79895,Active
10235,2019-04-02,5,145.0,254.16,23910.52,Shipped,Beef,1,S24_1785,Small,WALMART,79895,Active
10124,2018-05-21,2,147.0,215.72,20438.36,Shipped,Fresh Produce Fruits,1,S24_1937,Small,WALMART,79895,Active
10188,2018-11-18,6,132.0,318.9,26380.47,Shipped,Poultry,1,S24_2000,Medium,WALMART,79895,Active
10363,2020-01-06,8,137.0,318.9,27481.01,Shipped,Poultry,1,S24_2000,Medium,WALMART,79895,Active
10283,2019-08-20,13,125.0,339.28,27578.13,Shipped,Dairy,1,S24_2011,Medium,WALMART,79895,Active
10124,2018-05-21,1,120.0,239.33,16581.34,Shipped,Fresh Produce Fruits,1,S24_2022,Small,WALMART,79895,Active
10289,2019-09-03,4,166.0,239.33,23016.92,Shipped,Fresh Produce Fruits,1,S24_2022,Small,WALMART,79895,Active
10363,2020-01-06,14,161.0,290.61,29154.96,Shipped,Poultry,1,S24_2360,Small,WALMART,79895,Active
10403,2020-04-08,4,109.0,290.61,19746.84,Shipped,Poultry,1,S24_2360,Small,WALMART,79895,Active
10124,2018-05-21,10,135.0,284.07,27308.93,Shipped,Fresh Produce Vegetables,1,S24_2766,Small,WALMART,79895,Active
10302,2018-10-06,5,154.0,284.07,31003.38,Shipped,Fresh Produce Vegetables,1,S24_2766,Medium,WALMART,79895,Active
10346,2019-11-29,1,113.0,284.07,22874.47,Shipped,Fresh Produce Vegetables,1,S24_2766,Small,WALMART,79895,Active
10141,2018-08-01,6,134.0,230.74,19508.39,Shipped,Fresh Produce Vegetables,1,S24_2840,Small,WALMART,79895,Active
10124,2018-05-21,9,133.0,281.83,24780.81,Shipped,Fresh Produce Vegetables,1,S24_2887,Small,WALMART,79895,Active
10302,2018-10-06,4,146.0,281.83,27152.8,Shipped,Fresh Produce Vegetables,1,S24_2887,Medium,WALMART,79895,Active
10346,2019-11-29,5,126.0,281.83,23442.97,Shipped,Fresh Produce Vegetables,1,S24_2887,Small,WALMART,79895,Active
10181,2018-11-12,8,159.0,207.0,20338.12,Shipped,Fresh Produce Vegetables,1,S24_2972,Small,WALMART,79895,Active
10253,2019-06-01,7,126.0,207.0,16148.51,Shipped,Fresh Produce Vegetables,1,S24_2972,Small,WALMART,79895,Active
10278,2019-08-06,8,129.0,207.0,16493.36,Shipped,Fresh Produce Vegetables,1,S24_2972,Small,WALMART,79895,Active
10283,2019-08-20,8,155.0,299.08,31195.41,Shipped,Fresh Produce Fruits,1,S24_3151,Medium,WALMART,79895,Active
10124,2018-05-21,11,128.0,277.0,25328.92,Shipped,Fresh Produce Vegetables,1,S24_3191,Medium,WALMART,79895,Active
10302,2018-10-06,6,135.0,277.0,26704.43,Shipped,Fresh Produce Vegetables,1,S24_3191,Medium,WALMART,79895,Active
10346,2019-11-29,2,137.0,277.0,27059.26,Shipped,Fresh Produce Vegetables,1,S24_3191,Medium,WALMART,79895,Active
10181,2018-11-12,13,102.0,244.47,14408.07,Shipped,Fresh Produce Vegetables,1,S24_3371,Small,WALMART,79895,Active
10253,2019-06-01,12,114.0,244.47,16162.69,Shipped,Fresh Produce Vegetables,1,S24_3371,Small,WALMART,79895,Active
10363,2020-01-06,15,126.0,244.47,17763.29,Shipped,Fresh Produce Vegetables,1,S24_3371,Small,WALMART,79895,Active
10124,2018-05-21,13,127.0,308.98,26424.98,Shipped,Fresh Produce Vegetables,1,S24_3432,Medium,WALMART,79895,Active
10346,2019-11-29,6,128.0,308.98,26509.14,Shipped,Fresh Produce Vegetables,1,S24_3432,Small,WALMART,79895,Active
10283,2019-08-20,5,126.0,318.65,25129.33,Shipped,Fresh Produce Fruits,1,S24_3816,Small,WALMART,79895,Active
10181,2018-11-12,9,108.0,272.35,19344.35,Shipped,Fresh Produce Vegetables,1,S24_3856,Medium,WALMART,79895,Active
10253,2019-06-01,8,139.0,272.35,24829.3,Shipped,Fresh Produce Vegetables,1,S24_3856,Medium,WALMART,79895,Active
10278,2019-08-06,9,125.0,272.35,22321.76,Shipped,Fresh Produce Vegetables,1,S24_3856,Medium,WALMART,79895,Active
10363,2020-01-06,1,130.0,272.35,23306.42,Shipped,Fresh Produce Vegetables,1,S24_3856,Small,WALMART,79895,Active
10235,2019-04-02,12,108.0,247.51,15867.11,Shipped,Beef,1,S24_3949,Small,WALMART,79895,Active
10124,2018-05-21,4,143.0,244.29,17177.96,Shipped,Fresh Produce Fruits,1,S24_3969,Small,WALMART,79895,Active
10346,2019-11-29,4,118.0,244.29,14151.73,Shipped,Fresh Produce Fruits,1,S24_3969,Small,WALMART,79895,Active
10141,2018-08-01,1,151.0,324.29,32237.17,Shipped,Fresh Produce Vegetables,1,S24_4048,Medium,WALMART,79895,Active
10235,2019-04-02,4,131.0,267.62,24207.74,Shipped,Beef,1,S24_4278,Medium,WALMART,79895,Active
10363,2020-01-06,9,151.0,287.79,31154.69,Shipped,Fresh Produce Vegetables,1,S24_4620,Medium,WALMART,79895,Active
10188,2018-11-18,7,121.0,267.17,22148.54,Shipped,Poultry,1,S32_1374,Medium,WALMART,79895,Active
10235,2019-04-02,1,118.0,267.17,21563.21,Shipped,Poultry,1,S32_1374,Medium,WALMART,79895,Active
10363,2020-01-06,2,131.0,267.17,23940.03,Shipped,Poultry,1,S32_1374,Medium,WALMART,79895,Active
10403,2020-04-08,2,150.0,221.58,20793.62,Shipped,Poultry,1,S32_2206,Small,WALMART,79895,Active
10141,2018-08-01,7,120.0,246.02,20242.41,Shipped,Pork,1,S32_2509,Small,WALMART,79895,Active
10247,2019-05-05,6,138.0,272.35,24482.18,Shipped,Bread,1,S32_3207,Small,WALMART,79895,Active
10235,2019-04-02,6,132.0,287.44,25255.62,Shipped,Fresh Produce Fruits,1,S32_4289,Small,WALMART,79895,Active
10403,2020-04-08,5,132.0,312.01,25953.73,Shipped,Poultry,1,S32_4485,Medium,WALMART,79895,Active
10235,2019-04-02,7,129.0,264.34,20388.96,Shipped,Fresh Produce Fruits,1,S50_1341,Small,WALMART,79895,Active
10235,2019-04-02,7,164.0,264.34,25943.79,Shipped,Fresh Produce Fruits,1,S50_1341,Small,WALMART,79895,Active
10141,2018-08-01,3,147.0,339.7,31723.19,Shipped,Pork,1,S50_1392,Medium,WALMART,79895,Active
10247,2019-05-05,4,131.0,270.34,19468.63,Shipped,Bread,1,S50_1514,Medium,WALMART,79895,Active
10403,2020-04-08,3,122.0,274.14,21444.8,Shipped,Poultry,1,S50_4713,Small,WALMART,79895,Active
10283,2019-08-20,9,168.0,247.13,24649.83,Shipped,Dairy,1,S700_1138,Medium,WALMART,79895,Active
10235,2019-04-02,8,131.0,332.89,27679.76,Shipped,Beef,1,S700_1691,Small,WALMART,79895,Active
10283,2019-08-20,2,106.0,261.46,18274.44,Shipped,Dairy,1,S700_2047,Small,WALMART,79895,Active
10235,2019-04-02,10,153.0,266.05,28763.06,Shipped,Beef,1,S700_2466,Medium,WALMART,79895,Active
10283,2019-08-20,7,156.0,251.11,25871.09,Shipped,Dairy,1,S700_2610,Medium,WALMART,79895,Active
10188,2018-11-18,8,126.0,302.14,24316.58,Shipped,Beef,1,S700_2834,Medium,WALMART,79895,Active
10235,2019-04-02,2,118.0,302.14,22773.95,Shipped,Beef,1,S700_2834,Small,WALMART,79895,Active
10235,2019-04-02,9,149.0,292.04,27319.13,Shipped,Beef,1,S700_3167,Small,WALMART,79895,Active
10283,2019-08-20,10,142.0,262.69,25414.65,Shipped,Dairy,1,S700_3505,Small,WALMART,79895,Active
10283,2019-08-20,11,160.0,292.05,33403.7,Shipped,Dairy,1,S700_3962,Medium,WALMART,79895,Active
10235,2019-04-02,11,131.0,272.64,23987.06,Shipped,Beef,1,S700_4002,Small,WALMART,79895,Active
10283,2019-08-20,1,161.0,278.68,26192.01,Shipped,Beef,1,S72_1253,Small,WALMART,79895,Active
10283,2019-08-20,12,123.0,240.65,17408.03,Shipped,Dairy,1,S72_3212,Small,WALMART,79895,Active
10211,2019-01-15,14,162.0,300.24,34351.91,Shipped,Poultry,1,S10_1678,Medium,WALMART,82230,Active
10285,2019-08-27,6,154.0,300.24,32686.11,Shipped,Poultry,1,S10_1678,Medium,WALMART,82230,Active
10285,2019-08-27,9,144.0,286.12,26494.03,Shipped,Poultry,1,S10_2016,Medium,WALMART,82230,Active
10402,2020-04-07,1,134.0,286.12,24687.77,Shipped,Poultry,1,S10_2016,Medium,WALMART,82230,Active
10285,2019-08-27,8,146.0,311.0,29756.97,Shipped,Poultry,1,S10_4698,Medium,WALMART,82230,Active
10129,2018-06-12,2,116.0,310.79,24684.72,Shipped,Fresh Produce Vegetables,1,S10_4757,Medium,WALMART,82230,Active
10175,2018-11-06,9,121.0,325.02,25129.38,Shipped,Fresh Produce Vegetables,1,S10_4962,Medium,WALMART,82230,Active
10305,2019-10-13,13,134.0,325.02,27853.87,Shipped,Fresh Produce Vegetables,1,S10_4962,Medium,WALMART,82230,Active
10191,2018-11-20,3,137.0,278.43,26469.08,Shipped,Fresh Produce Vegetables,1,S12_1099,Medium,WALMART,82230,Active
10211,2019-01-15,2,148.0,278.43,28646.12,Shipped,Fresh Produce Vegetables,1,S12_1099,Large,WALMART,82230,Active
10310,2019-10-16,10,116.0,278.43,22472.64,Shipped,Fresh Produce Vegetables,1,S12_1099,Medium,WALMART,82230,Active
10314,2019-10-22,5,117.0,305.44,21705.38,Shipped,Fresh Produce Vegetables,1,S12_1108,Large,WALMART,82230,Active
10211,2019-01-15,13,113.0,319.49,24887.57,Shipped,Poultry,1,S12_2823,Medium,WALMART,82230,Active
10285,2019-08-27,5,169.0,319.49,37211.13,Shipped,Poultry,1,S12_2823,Medium,WALMART,82230,Active
10314,2019-10-22,6,141.0,273.59,25528.75,Shipped,Fresh Produce Vegetables,1,S12_3148,Medium,WALMART,82230,Active
10191,2018-11-20,1,145.0,289.54,28159.08,Shipped,Fresh Produce Vegetables,1,S12_3380,Medium,WALMART,82230,Active
10310,2019-10-16,8,105.0,289.54,20415.39,Shipped,Fresh Produce Vegetables,1,S12_3380,Medium,WALMART,82230,Active
10314,2019-10-22,4,144.0,314.47,30408.69,Shipped,Fresh Produce Vegetables,1,S12_3891,Medium,WALMART,82230,Active
10191,2018-11-20,4,144.0,263.16,26105.85,Shipped,Fresh Produce Vegetables,1,S12_3990,Small,WALMART,82230,Active
10211,2019-01-15,3,124.0,263.16,22410.64,Shipped,Fresh Produce Vegetables,1,S12_3990,Small,WALMART,82230,Active
10310,2019-10-16,11,155.0,263.16,28132.87,Shipped,Fresh Produce Vegetables,1,S12_3990,Medium,WALMART,82230,Active
10175,2018-11-06,1,126.0,319.05,26196.34,Shipped,Pork,1,S12_4473,Medium,WALMART,82230,Active
10305,2019-10-13,5,142.0,319.05,29323.23,Shipped,Pork,1,S12_4473,Medium,WALMART,82230,Active
10314,2019-10-22,14,140.0,319.05,29087.59,Shipped,Pork,1,S12_4473,Medium,WALMART,82230,Active
10310,2019-10-16,7,117.0,296.21,23585.13,Shipped,Fresh Produce Vegetables,1,S12_4675,Small,WALMART,82230,Active
10161,2018-10-17,12,134.0,293.15,24291.98,Shipped,Fresh Produce Vegetables,1,S18_1129,Medium,WALMART,82230,Active
10310,2019-10-16,2,143.0,293.15,25755.95,Shipped,Fresh Produce Vegetables,1,S18_1129,Medium,WALMART,82230,Active
10161,2018-10-17,8,149.0,287.14,25541.51,Shipped,Fresh Produce Vegetables,1,S18_1589,Medium,WALMART,82230,Active
10351,2019-12-03,1,125.0,315.59,23752.25,Shipped,Beef,1,S18_1662,Medium,WALMART,82230,Active
10310,2019-10-16,6,140.0,292.78,25227.69,Shipped,Fresh Produce Vegetables,1,S18_1889,Small,WALMART,82230,Active
10161,2018-10-17,11,166.0,322.51,34865.75,Shipped,Fresh Produce Vegetables,1,S18_1984,Medium,WALMART,82230,Active
10310,2019-10-16,1,115.0,322.51,24135.04,Shipped,Fresh Produce Vegetables,1,S18_1984,Medium,WALMART,82230,Active
10305,2019-10-13,4,144.0,319.87,30221.77,Shipped,Fresh Produce Vegetables,1,S18_2238,Medium,WALMART,82230,Active
10314,2019-10-22,13,141.0,319.87,29492.96,Shipped,Fresh Produce Vegetables,1,S18_2238,Medium,WALMART,82230,Active
10175,2018-11-06,4,153.0,297.16,30271.26,Shipped,Pork,1,S18_2319,Medium,WALMART,82230,Active
10305,2019-10-13,8,150.0,297.16,29770.94,Shipped,Pork,1,S18_2319,Medium,WALMART,82230,Active
10175,2018-11-06,7,124.0,297.2,22652.7,Shipped,Pork,1,S18_2432,Small,WALMART,82230,Active
10305,2019-10-13,11,126.0,297.2,22887.42,Shipped,Pork,1,S18_2432,Small,WALMART,82230,Active
10285,2019-08-27,10,141.0,259.06,22018.27,Shipped,Poultry,1,S18_2625,Small,WALMART,82230,Active
10402,2020-04-07,2,157.0,259.06,24493.39,Shipped,Poultry,1,S18_2625,Medium,WALMART,82230,Active
10161,2018-10-17,9,108.0,306.84,19883.54,Shipped,Fresh Produce Vegetables,1,S18_2870,Medium,WALMART,82230,Active
10314,2019-10-22,1,97.0,307.56,18115.15,Shipped,Fresh Produce Fruits,1,S18_3140,Small,WALMART,82230,Active
10175,2018-11-06,5,113.0,326.89,22823.36,Shipped,Fresh Produce Vegetables,1,S18_3232,Medium,WALMART,82230,Active
10305,2019-10-13,9,129.0,326.89,26095.8,Shipped,Fresh Produce Vegetables,1,S18_3232,Large,WALMART,82230,Active
10310,2019-10-16,3,128.0,326.89,25834.31,Shipped,Fresh Produce Vegetables,1,S18_3232,Large,WALMART,82230,Active
10314,2019-10-22,3,136.0,280.04,23260.37,Shipped,Bread,1,S18_3259,Small,WALMART,82230,Active
10191,2018-11-20,6,142.0,262.07,23509.23,Shipped,Fresh Produce Vegetables,1,S18_3278,Medium,WALMART,82230,Active
10211,2019-01-15,5,144.0,262.07,23693.33,Shipped,Fresh Produce Vegetables,1,S18_3278,Small,WALMART,82230,Active
10252,2019-05-26,2,111.0,262.07,18265.74,Shipped,Fresh Produce Vegetables,1,S18_3278,Small,WALMART,82230,Active
10310,2019-10-16,13,128.0,262.07,21049.06,Shipped,Fresh Produce Vegetables,1,S18_3278,Small,WALMART,82230,Active
10191,2018-11-20,5,110.0,293.09,22909.26,Shipped,Fresh Produce Vegetables,1,S18_3482,Medium,WALMART,82230,Active
10211,2019-01-15,4,114.0,293.09,23715.54,Shipped,Fresh Produce Vegetables,1,S18_3482,Medium,WALMART,82230,Active
10252,2019-05-26,1,148.0,293.09,30766.76,Shipped,Fresh Produce Vegetables,1,S18_3482,Medium,WALMART,82230,Active
10310,2019-10-16,12,167.0,293.09,34735.74,Shipped,Fresh Produce Vegetables,1,S18_3482,Medium,WALMART,82230,Active
10161,2018-10-17,10,146.0,272.35,26185.43,Shipped,Fresh Produce Vegetables,1,S18_3685,Medium,WALMART,82230,Active
10191,2018-11-20,9,125.0,292.59,23180.55,Shipped,Poultry,1,S18_3782,Medium,WALMART,82230,Active
10211,2019-01-15,8,158.0,292.59,29368.8,Shipped,Poultry,1,S18_3782,Small,WALMART,82230,Active
10252,2019-05-26,5,114.0,292.59,21258.27,Shipped,Poultry,1,S18_3782,Small,WALMART,82230,Active
10310,2019-10-16,16,147.0,292.59,27386.76,Shipped,Poultry,1,S18_3782,Small,WALMART,82230,Active
10351,2019-12-03,2,117.0,301.53,22484.41,Shipped,Fresh Produce Fruits,1,S18_3856,Medium,WALMART,82230,Active
10314,2019-10-22,8,135.0,266.33,23618.31,Shipped,Fresh Produce Vegetables,1,S18_4027,Medium,WALMART,82230,Active
10175,2018-11-06,10,172.0,344.53,38123.91,Shipped,Pork,1,S18_4600,Medium,WALMART,82230,Active
10305,2019-10-13,14,131.0,344.53,29023.98,Shipped,Pork,1,S18_4600,Small,WALMART,82230,Active
10191,2018-11-20,8,156.0,311.11,30181.86,Shipped,Fresh Produce Vegetables,1,S18_4721,Medium,WALMART,82230,Active
10211,2019-01-15,7,157.0,311.11,30214.9,Shipped,Fresh Produce Vegetables,1,S18_4721,Medium,WALMART,82230,Active
10252,2019-05-26,4,127.0,311.11,24485.24,Shipped,Fresh Produce Vegetables,1,S18_4721,Medium,WALMART,82230,Active
10310,2019-10-16,15,151.0,311.11,29203.4,Shipped,Fresh Produce Vegetables,1,S18_4721,Medium,WALMART,82230,Active
10161,2018-10-17,1,120.0,274.32,22802.91,Shipped,Fresh Produce Vegetables,1,S18_4933,Small,WALMART,82230,Active
10161,2018-10-17,5,155.0,235.47,24033.42,Shipped,Fresh Produce Vegetables,1,S24_1046,Small,WALMART,82230,Active
10305,2019-10-13,2,165.0,256.3,22860.87,Shipped,Fresh Produce Vegetables,1,S24_1444,Small,WALMART,82230,Active
10314,2019-10-22,11,133.0,256.3,18473.82,Shipped,Fresh Produce Vegetables,1,S24_1444,Small,WALMART,82230,Active
10211,2019-01-15,15,120.0,332.68,26685.97,Shipped,Poultry,1,S24_1578,Small,WALMART,82230,Active
10285,2019-08-27,7,141.0,332.68,31153.75,Shipped,Poultry,1,S24_1578,Medium,WALMART,82230,Active
10161,2018-10-17,7,114.0,248.24,14700.62,Shipped,Fresh Produce Vegetables,1,S24_1628,Small,WALMART,82230,Active
10285,2019-08-27,11,135.0,318.9,27065.19,Shipped,Poultry,1,S24_2000,Small,WALMART,82230,Active
10402,2020-04-07,3,172.0,318.9,34542.62,Shipped,Poultry,1,S24_2000,Medium,WALMART,82230,Active
10129,2018-06-12,9,129.0,339.28,28516.84,Shipped,Dairy,1,S24_2011,Medium,WALMART,82230,Active
10175,2018-11-06,6,113.0,332.57,24140.54,Shipped,Pork,1,S24_2300,Small,WALMART,82230,Active
10305,2019-10-13,10,119.0,332.57,25524.3,Shipped,Pork,1,S24_2300,Medium,WALMART,82230,Active
10211,2019-01-15,11,136.0,290.61,24676.13,Shipped,Poultry,1,S24_2360,Small,WALMART,82230,Active
10252,2019-05-26,8,164.0,290.61,29746.05,Shipped,Poultry,1,S24_2360,Medium,WALMART,82230,Active
10285,2019-08-27,3,147.0,290.61,26590.36,Shipped,Poultry,1,S24_2360,Small,WALMART,82230,Active
